,set_point,filter_measure_variable,gross_measure_variable,error
0,150,80.47751396955195,80.6184315429112,69.52248603044805
1,150,80.1796654176235,79.5839683137666,69.8203345823765
2,150,79.45845746978205,77.29483362625766,70.54154253021795
3,150,81.18955482191018,88.11394423042273,68.81044517808982
4,150,80.70628662766303,78.28994565642729,69.29371337233697
5,150,81.09329932868039,83.41537553478462,68.90670067131961
6,150,81.43220838885613,83.80457181008624,68.56779161114387
7,150,80.357648931754,71.76117327493702,69.642351068246
8,150,78.49670917566928,61.748251370906864,71.50329082433072
9,150,81.78370778373005,114.65369386433768,68.21629221626995
10,150,86.17193938429841,134.44248699055044,63.82806061570159
11,150,91.6891623859077,157.8958384052191,58.31083761409231
12,150,95.69497682985971,147.77056460123595,54.30502317014029
13,150,99.15152139750317,147.54314534451166,50.848478602496826
14,150,103.19586818044209,163.86106992452576,46.80413181955791
15,150,105.96965210565287,150.35019490902533,44.03034789434713
16,150,109.16200510701566,163.43200613018317,40.83799489298434
17,150,112.38026474669341,170.3089382608928,37.61973525330659
18,150,115.78543243889825,180.48361859079012,34.214567561101745
19,150,120.60140080515194,176.65596372126646,29.39859919484806
20,150,125.65973757609899,181.78516696185255,24.34026242390101
21,150,130.4002303996984,174.3938247857542,19.599769600301613
22,150,135.20106819530878,173.311589538466,14.798931804691222
23,150,139.98066549057347,183.70589013571654,10.019334509426528
24,150,145.19264884647876,182.52961277453326,4.807351153521239
25,150,150.1063832102994,181.69006281119803,-0.10638321029941267
26,150,155.00488143769866,181.77453635807026,-5.004881437698657
27,150,160.6385583193616,184.43471090819662,-10.638558319361607
28,150,166.82582276557605,185.493540295195,-16.82582276557605
29,150,171.06298283436416,199.39689524009955,-21.062982834364163
30,150,167.86446149174435,70.47206013815446,-17.86446149174435
31,150,164.09824765776085,82.57156172554977,-14.09824765776085
32,150,157.89488265402605,23.70326452653926,-7.894882654026048
33,150,154.72110405109441,84.06757328587847,-4.7211040510944144
34,150,147.71895989066704,23.81818671597815,2.281040109332963
35,150,141.39235948101467,23.81818671597815,8.607640518985335
36,150,133.92893584272116,14.163533364313572,16.07106415727884
37,150,127.42858801648897,40.30198173624893,22.571411983511027
38,150,120.38455176125106,39.60289348603153,29.61544823874894
39,150,115.77066804166297,84.37828932950528,34.22933195833703
40,150,110.58176481575713,78.00710244373525,39.418235184242874
41,150,106.43965436450142,91.55161576064022,43.56034563549858
42,150,101.69638242544687,78.44615075737495,48.30361757455313
43,150,100.52778354116461,160.33391245007155,49.47221645883539
44,150,100.52999777841477,182.5738975195368,49.47000222158523
45,150,100.9569837344918,190.22978193273863,49.0430162655082
46,150,102.27567165262639,208.14829472076164,47.724328347373614
47,150,103.06531922720464,200.22766239976164,46.93468077279536
48,150,103.89935730056686,202.17430176243957,46.10064269943314
49,150,104.00933353485837,201.59641992592927,45.99066646514163
50,150,111.10120408010418,212.30947104307077,38.89879591989582
51,150,117.24777364233539,205.50295297017416,32.75222635766461
52,150,126.64552655476908,211.65832277521238,23.354473445230923
53,150,133.30379068821233,217.23285595474428,16.69620931178767
54,150,142.46753942444167,207.09316144056456,7.532460575558332
55,150,151.77189099112763,209.90521804969802,-1.7718909911276342
56,150,161.27044859917746,204.13468552531006,-11.270448599177456
57,150,169.85062045645816,211.90541888186337,-19.85062045645816
58,150,178.32894029833977,209.16929032366392,-28.328940298339774
59,150,185.052299876305,218.8454808888098,-35.052299876305
60,150,187.68132758664098,130.58765665045414,-37.681327586640975
61,150,187.25902697670978,83.10560356201687,-37.25902697670978
62,150,187.49199961694188,83.10560356201687,-37.49199961694188
63,150,183.63058417253916,83.10560356201687,-33.63058417253916
64,150,178.65716947466314,83.10560356201687,-28.657169474663135
65,150,173.30096055612702,83.10560356201687,-23.300960556127023
66,150,163.67173960298882,15.563875657997423,-13.671739602988822
67,150,155.2403960652677,31.60079164533858,-5.240396065267703
68,150,147.24592444162224,42.28486928953041,2.754075558377764
69,150,139.52234829999804,47.124897093445455,10.477651700001957
70,150,132.63342715441053,74.53104813132002,17.366572845589474
71,150,126.43367451104214,81.50790010280646,23.566325488957858
72,150,119.45537302779064,72.09229311018278,30.544626972209358
73,150,112.57193354538728,79.5640663066768,37.42806645461272
74,150,106.33072175249981,82.26892558281529,43.66927824750019
75,150,99.79551576069122,79.20109821352627,50.20448423930878
76,150,93.92285612281266,86.68149276773867,56.07714387718734
77,150,87.0674246953267,74.79679033214366,62.93257530467331
78,150,80.77467782177739,83.31435285267776,69.22532217822261
79,150,74.01720224861235,83.69596942550884,75.98279775138765
80,150,71.95050442407579,89.25370015972263,78.04949557592421
81,150,74.12849200351049,126.6653551507109,75.87150799648951
82,150,84.43273514147812,289.1904663213697,65.56726485852188
83,150,95.31820968672625,300.8150944669794,54.68179031327375
84,150,106.54856598395443,307.7127295065806,43.45143401604557
85,150,118.28283127452525,317.7909093734335,31.71716872547475
86,150,133.06931252195747,311.293500606642,16.93068747804253
87,150,146.7845947762101,305.9064367303915,3.215405223789901
88,150,161.20164453913554,330.62586454803875,-11.201644539135543
89,150,175.38059892876507,330.70398488603604,-25.380598928765068
90,150,188.20455506811206,331.0101709182598,-38.20455506811206
91,150,202.22421683645322,361.9011354696298,-52.22421683645322
92,150,203.77388091542196,103.08557468955736,-53.773880915421955
93,150,204.94995633456602,103.08557468955736,-54.949956334566025
94,150,205.9907887899031,103.08557468955736,-55.99078878990309
95,150,207.18501261370466,103.08557468955736,-57.18501261370466
