time,fx,fy,fz,fx_filtered,fy_filtered,fz_filtered
0.009074211120605469,0.41313365,0.6078725,8.538921,0.41313365,0.6078725,8.538921
0.01801586151123047,0.41313365,0.6078725,8.538921,0.41313365,0.6078725,8.538921
0.027523279190063477,0.41313365,0.6078725,8.538921,0.41313365,0.6078725,8.538921
0.039296627044677734,0.41313365,0.6078725,8.538921,0.41313368,0.6078725,8.538921
0.05127525329589844,0.41313365,0.6078725,8.538921,0.41313365,0.6078725,8.538921
0.06539559364318848,0.90234065,0.10875676,0.5879771,0.48302037,0.53657025,7.4030724
0.07801342010498047,0.90234065,0.10875676,0.5879771,0.53543544,0.48309356,6.5511856
0.09108734130859375,0.90234065,0.10875676,0.5879771,0.5762027,0.44150057,5.888607
0.10149192810058594,0.90234065,0.10875676,0.5879771,0.6088165,0.4082262,5.3585443
0.11201238632202148,0.90234065,0.10875676,0.5879771,0.63550055,0.38100168,4.924856
0.1224360466003418,1.0611095,0.1389264,0.7483427,0.670968,0.36082876,4.5768137
0.13312363624572754,1.0611095,0.1389264,0.7483427,0.7009789,0.34375936,4.282316
0.14840388298034668,1.0611095,0.1389264,0.7483427,0.7267025,0.32912844,4.0298896
0.15969300270080566,1.0611095,0.1389264,0.7483427,0.7489963,0.3164483,3.8111198
0.1707441806793213,1.0611095,0.1389264,0.7483427,0.76850337,0.3053532,3.6196964
0.18207907676696777,0.9269488,0.11623215,0.59044373,0.7778237,0.2942284,3.441505
0.19314861297607422,0.9269488,0.11623215,0.59044373,0.7861084,0.28433973,3.2831125
0.20683860778808594,0.9269488,0.11623215,0.59044373,0.79352105,0.27549195,3.1413932
0.21803736686706543,0.9269488,0.11623215,0.59044373,0.8001925,0.26752895,3.0138457
0.22955060005187988,0.9269488,0.11623215,0.59044373,0.80622846,0.26032433,2.8984456
0.24161386489868164,0.9269488,0.11623215,0.59044373,0.8117157,0.25377467,2.7935362
0.25267910957336426,0.8683757,0.11649125,0.54760456,0.81417924,0.24780582,2.695887
0.26450514793395996,0.8683757,0.11649125,0.54760456,0.8164374,0.24233438,2.6063752
0.27947473526000977,0.8683757,0.11649125,0.54760456,0.81851494,0.23730066,2.5240242
0.29050207138061523,0.8683757,0.11649125,0.54760456,0.82043266,0.23265415,2.448008
0.3016507625579834,0.9258595,0.13940197,0.5841892,0.82433736,0.22920036,2.3789778
0.3126556873321533,0.9258595,0.13940197,0.5841892,0.8279632,0.22599328,2.3148782
0.32506322860717773,0.9258595,0.13940197,0.5841892,0.8313389,0.22300737,2.2551992
0.3361167907714844,0.9258595,0.13940197,0.5841892,0.8344896,0.22022052,2.199499
0.3486766815185547,0.9258595,0.13940197,0.5841892,0.837437,0.21761347,2.1473923
0.35997581481933594,0.9258595,0.13940197,0.5841892,0.8402002,0.21516936,2.0985422
0.370988130569458,0.9120792,0.13709034,0.5723689,0.8423783,0.21280332,2.0522947
0.38263583183288574,0.9120792,0.13709034,0.5723689,0.84442836,0.21057646,2.0087676
0.39444589614868164,0.9120792,0.13709034,0.5723689,0.8463612,0.20847686,1.9677277
0.40888285636901855,0.9120792,0.13709034,0.5723689,0.84818673,0.2064939,1.9289678
0.4206578731536865,0.9120792,0.13709034,0.5723689,0.84991354,0.20461813,1.8923031
0.43522167205810547,0.97556573,0.13015822,0.61265117,0.85322016,0.20265865,1.8586279
0.449648380279541,0.97556573,0.13015822,0.61265117,0.8563573,0.20079967,1.8266797
0.4635486602783203,0.97556573,0.13015822,0.61265117,0.8593375,0.19903365,1.7963289
0.4791233539581299,0.97556573,0.13015822,0.61265117,0.86217237,0.19735377,1.7674587
0.49121856689453125,1.075042,0.1554797,0.7359538,0.8672407,0.19635674,1.7428991
0.5023212432861328,1.075042,0.1554797,0.7359538,0.87207335,0.19540611,1.7194817
0.5134677886962891,1.075042,0.1554797,0.7359538,0.8766863,0.19449869,1.6971288
0.5248644351959229,1.075042,0.1554797,0.7359538,0.8810942,0.19363159,1.6757693
0.53645920753479,1.075042,0.1554797,0.7359538,0.8853105,0.1928022,1.6553386
0.5525920391082764,0.96919376,0.13044289,0.62013733,0.8870952,0.1914754,1.6333131
0.5636518001556396,0.96919376,0.13044289,0.62013733,0.88880557,0.19020389,1.6122054
0.5768475532531738,0.96919376,0.13044289,0.62013733,0.8904461,0.18898427,1.5919591
0.5922298431396484,0.96919376,0.13044289,0.62013733,0.892021,0.18781343,1.5725228
0.6040184497833252,1.05284,0.14380857,0.73474014,0.90481514,0.17853218,1.416439
0.6163163185119629,1.05284,0.14380857,0.73474014,0.9176093,0.16925097,1.2603552
0.6295971870422363,1.05284,0.14380857,0.73474014,0.93040335,0.1599697,1.1042713
0.6427302360534668,1.05284,0.14380857,0.73474014,0.9431975,0.15068842,0.9481877
0.6539216041564941,0.9974865,0.1417391,0.66068625,0.9548846,0.14136575,0.790623
0.6650211811065674,0.9974865,0.1417391,0.66068625,0.96657157,0.13204308,0.63305837
0.6759896278381348,0.9974865,0.1417391,0.66068625,0.96847445,0.13270272,0.6345126
0.6908767223358154,0.9974865,0.1417391,0.66068625,0.9703773,0.13336235,0.6359668
0.7021911144256592,0.9974865,0.1417391,0.66068625,0.97228026,0.134022,0.63742095
0.713839054107666,0.9974865,0.1417391,0.66068625,0.9741832,0.13468164,0.6388752
0.7257428169250488,1.0952939,0.16548398,0.7778184,0.97804224,0.13581617,0.64267194
0.7389307022094727,1.0952939,0.16548398,0.7778184,0.97872597,0.13634732,0.6432615
0.7507693767547607,1.0952939,0.16548398,0.7778184,0.9794097,0.13687848,0.6438509
0.7623195648193359,1.0952939,0.16548398,0.7778184,0.9800935,0.13740961,0.6444405
0.7735071182250977,1.0952939,0.16548398,0.7778184,0.9807772,0.13794076,0.64502996
0.7848355770111084,0.9686545,0.18669099,0.6867799,0.97892815,0.13889605,0.64379877
0.7963771820068359,0.9686545,0.18669099,0.6867799,0.97976226,0.14030522,0.6457254
0.8076152801513672,0.9686545,0.18669099,0.6867799,0.98059636,0.14171438,0.64765215
0.8187527656555176,0.9686545,0.18669099,0.6867799,0.9814304,0.14312355,0.64957887
0.8314480781555176,0.9686545,0.18669099,0.6867799,0.9822646,0.14453273,0.6515056
0.8424935340881348,0.9686545,0.18669099,0.6867799,0.9830987,0.1459419,0.65343225
0.8537437915802002,1.0584599,0.18720387,0.75802,0.9857289,0.14736134,0.65678376
0.8650007247924805,1.0584599,0.18720387,0.75802,0.9895306,0.14877559,0.660992
0.8764762878417969,1.0584599,0.18720387,0.75802,0.99333227,0.15018985,0.66520035
