,set_point,filter_measure_variable,gross_measure_variable,error
0,110,84.60458721876608,84.5658076333325,25.395412781233915
1,110,82.2736460927024,77.61176384057505,27.726353907297593
2,110,82.53260792149926,83.3094934078898,27.467392078500737
3,110,83.17252220010928,85.73217931454933,26.827477799890715
4,110,83.24696688642915,83.61919031802844,26.75303311357085
5,110,84.11372302622831,89.3142598650234,25.886276973771686
6,110,83.70045989961667,80.80761801333516,26.299540100383325
7,110,84.40857545136174,90.07349986532236,25.59142454863826
8,110,84.21482778391376,82.47109877688192,25.785172216086238
9,110,84.82783503273441,90.95790752094084,25.172164967265587
10,110,85.32055677398507,90.7404959277424,24.679443226014925
11,110,85.30937094754258,85.17514103023257,24.690629052457425
12,110,85.92906196005954,93.98504512278006,24.070938039940458
13,110,86.05668913789614,87.8434696276085,23.943310862103857
14,110,83.39999023061327,43.549506621370334,26.60000976938673
15,110,82.80167039058381,73.22855295011256,27.19832960941619
16,110,83.45144841031416,94.49767474572981,26.548551589685843
17,110,84.25725594765456,98.76179161978195,25.742744052345444
18,110,84.50745096508881,89.26115629633954,25.492549034911193
19,110,84.4324346736814,83.14304097605147,25.5675653263186
20,110,84.60491292002234,88.01537256015156,25.395087079977657
21,110,85.10017537217153,87.51701288355858,24.899824627828465
22,110,85.39915559249569,89.28909781437271,24.60084440750431
23,110,84.89279275292587,75.60492252315318,25.10720724707413
24,110,84.15935733183763,68.95048189626361,25.840642668162374
25,110,83.49990139092186,76.12514104670795,26.500098609078137
26,110,82.83921751350289,67.59394046495582,27.160782486497112
27,110,82.0684695351733,74.65854029873081,27.931530464826693
28,110,81.47811663524512,70.66404077831821,28.521883364754885
29,110,80.27625653919935,66.9207056000258,29.723743460800648
30,110,79.0551658137206,66.3186814181672,30.944834186279394
31,110,78.09811687463595,66.03416224853954,31.90188312536405
32,110,76.73475474298507,66.71780248976252,33.265245257014925
33,110,75.69002793113219,66.94893339055108,34.30997206886781
34,110,76.84530603846875,66.65506876810132,33.15469396153125
35,110,76.46478125826663,65.61805734606988,33.535218741733374
36,110,75.1658519648776,68.51908887794954,34.834148035122396
37,110,73.45274976404824,64.49974760319417,36.547250235951765
38,110,72.39390262126571,68.08421344068906,37.60609737873429
39,110,71.4423552046736,64.11209264420937,38.5576447953264
40,110,70.38104230384201,66.78911454351962,39.61895769615799
41,110,69.29565801215071,65.80932704973249,40.70434198784929
42,110,67.96431895417923,62.662316654943524,42.035681045820766
43,110,67.48161176116884,65.95077866294527,42.518388238831164
44,110,67.68613238448894,73.0408943626657,42.31386761551106
45,110,67.08563697310687,64.11523281906649,42.91436302689313
46,110,67.2699761723338,71.28072444949423,42.7300238276662
47,110,66.76939403351875,64.64689752242992,43.23060596648125
48,110,66.38294694256511,62.93509895924554,43.61705305743489
49,110,66.06932502835367,60.648267315796836,43.930674971646326
50,110,65.9243396919797,63.41897469068765,44.0756603080203
51,110,65.88165992521641,65.18056691327415,44.11834007478359
52,110,65.39620985118304,57.00880100909501,44.603790148816955
53,110,65.52327048800296,69.49014612694968,44.476729511997036
54,110,65.3686990508377,63.5636400247961,44.631300949162295
55,110,65.59589497374871,70.16197580429025,44.40410502625129
56,110,65.6046979343102,68.69514808917913,44.395302065689805
57,110,65.61859574319756,64.77770378094134,44.38140425680244
58,110,65.39318477744354,63.57599412560885,44.60681522255646
59,110,65.78921708276339,72.03273875060641,44.210782917236614
60,110,65.64147630080797,63.83429890441114,44.358523699192034
61,110,65.75552569679319,68.09031496943699,44.244474303206815
62,110,66.14057942846839,70.36339128844746,43.859420571531615
63,110,66.40059863435178,71.15116278061286,43.59940136564822
64,110,66.3103264825922,71.23545132747383,43.6896735174078
65,110,66.32915959937343,64.49189515469112,43.670840400626574
66,110,65.60210849369943,56.739702336014375,44.39789150630057
67,110,65.8268316450452,69.14136054934514,44.1731683549548
68,110,65.86058064369881,63.61007893231793,44.13941935630119
69,110,66.32250977290622,69.88684989994474,43.677490227093784
