,0
0,62.27330794683935
1,63.122163659550395
2,53.73332286857268
3,44.021719534525516
4,33.74008231366898
5,39.203820573158886
6,58.39525871986823
7,52.30930779605683
8,50.350763358786125
9,42.1206596371561
10,42.718152750380554
11,50.4970178933945
12,47.34832164564861
13,41.94552864066745
14,51.31379339159384
15,43.759508703273006
16,50.21631920942626
17,37.44010765923877
18,51.139574799014206
19,37.29657941969191
20,53.111793354341664
21,50.07904813101808
22,46.603917661582614
23,43.529552276446246
24,39.43490582530682
25,45.17745390001346
26,45.0610860222904
27,43.601463236432714
28,52.97662823811849
29,58.76413885555379
30,50.991743922667986
31,41.474291716595225
32,50.3233070249698
33,42.88837187565597
34,34.771733747035306
35,43.69699960572026
36,47.098986089165756
37,47.256736867189076
38,56.42090094832686
39,53.809685338672345
40,44.41728991722903
41,44.429846878255816
42,37.05077440800116
43,46.57282198215647
44,44.358856319370595
45,51.170292855813244
46,48.73430925436372
47,54.410906313527974
48,44.90161986415149
49,51.19068227834825
50,36.09496085933107
51,36.52366165670369
52,37.01856272609349
53,46.912925471348665
54,51.91070526280613
55,44.21988725429137
56,49.65451734405323
57,53.54773638818575
58,44.11870130164487
59,41.2492763935196
60,50.73513989216762
61,46.181875492091024
62,49.34536800643286
63,46.281232895179585
64,43.360907664337304
65,43.9788288443322
66,50.66888735131939
67,43.8072140100968
68,39.709766094658015
69,43.3231303973817
70,54.63262138268107
71,45.00311545059592
72,38.4959244676245
73,44.86812956552379
74,38.42645596127965
75,42.11247525435561
76,45.10471983810307
77,53.5740606298526
78,48.34388649053735
79,46.63069662222911
80,49.52155869916659
81,52.82079119326914
82,47.514521111678526
83,37.38677886543846
84,44.00395178284652
85,53.05222608749417
86,44.95431700763769
87,53.08389675969332
88,52.36529997787017
89,44.805339690350955
90,41.28076593643342
91,50.480298987044655
92,41.964998903946714
93,38.36843493310509
94,52.504713772382566
95,53.35084322996081
96,45.01048259203544
97,50.18447592166578
98,45.38900477936576
99,52.566872960365416
100,44.99749661824701
101,51.075371096816056
102,48.3016380358362
103,47.43567897600562
104,53.162969158658655
105,48.833970044855
106,43.203106374607835
107,49.46795384275145
108,45.96201286689196
109,45.265557031418794
110,49.54716587289336
111,44.832619636098286
112,43.66799492209624
113,45.426375794259705
114,46.446813372200964
115,48.721969220055485
116,47.908166502422354
117,43.568759762246465
118,49.505261674096026
119,46.69053600066212
120,50.04827853884244
121,49.43184166711277
122,58.14382308870256
123,53.404639460783656
124,51.613059120523786
125,56.59463522112294
126,43.54660262655586
127,41.57097714997602
128,37.970730398826575
129,40.76790264130211
130,54.673411057867945
131,57.06863204864164
132,54.996460445772264
133,58.69522704307158
134,36.9877438105243
135,45.987691179452675
136,35.336905172785606
137,44.206063420254445
138,51.055730429216005
139,61.91963745445228
140,57.422410510319324
141,35.3584193643924
142,54.147342936522435
143,58.587583643424686
144,52.1566051426981
145,46.605478597671976
146,51.077921349548774
147,55.32761042916725
148,66.34984909563669
149,46.72935370832338
150,49.64805475451759
151,46.01491114998563
152,54.614343509480456
153,59.002129466926256
154,53.57076381952405
155,48.158610118486166
156,57.831020525419014
157,56.53848343094292
158,50.841467461315396
159,56.55474776050528
160,56.66408283281137
161,52.17258678539725
162,55.56033133008807
163,54.272330351454386
164,58.78064657423376
165,50.98380279119827
166,57.11248306804466
167,48.24773801503141
168,58.83979321140369
169,58.32697735290456
170,50.746970934595495
171,54.93301937582838
172,46.92942052251383
173,43.82993512998436
174,60.24992688129138
175,40.812512858899055
176,53.28973294444343
177,41.01753698422209
178,43.27446556768284
179,51.34211662359532
180,45.968880979657065
181,50.01166392650162
182,50.31959011554753
183,44.02488676573756
184,39.76682367799922
185,50.44558982405429
186,48.4431322334485
187,48.09985074209717
188,47.125785280844845
189,46.82179178771503
190,60.51621941966961
191,48.92871782559494
192,45.26951174975902
193,49.29949382488094
194,47.46014684532689
195,43.762494861039535
196,52.994801447228824
197,44.729810505075
198,48.786827994782286
199,48.812527826164526
200,49.177091663935734
201,50.75297831997756
202,37.88318868092355
203,45.48617580307057
204,52.47304487045062
205,35.45651024910962
206,32.790194540110775
207,33.37346007374867
208,33.916591857718544
209,47.023510945584
210,40.955245273836724
211,52.208166802657445
212,48.28958980752092
213,45.3268179722921
214,56.33628450017402
215,44.796969087667314
216,58.54012017938717
217,54.17952302568495
218,54.6211961144779
219,45.934211811715464
220,53.1197744359001
221,47.82016062895041
222,41.86072739464633
223,60.293909451842445
224,54.16056383176511
225,53.53318129580656
226,36.641652267288606
227,48.913410758411565
228,50.24890522200865
229,53.57506248475538
230,45.389068386866235
231,52.62285015754224
232,48.55275817065211
233,66.51356982146105
234,53.76791449294115
235,48.6199366298556
236,50.42756645645623
237,46.130025871564854
238,48.911730573604046
239,47.13986370257475
240,47.412262137801825
241,53.67215388451959
242,54.87592542347469
243,53.19779456615237
244,54.65776856094646
245,53.8514290110358
246,49.98323271823874
247,54.70980518716188
